Gene	ModuleAssignment	ModuleColor	Blocks	kWithin-weighted	kWithin-unweighted	HubGenes
ENSG00000258142	6	red	1	691.891097411338	1177.50246249994	hub10
ENSG00000258144	1	turquoise	3	753.9926748871	3238.6188708891	 
ENSG00000258148	1	turquoise	3	2102.19680293096	4571.70957247176	 
ENSG00000258153	4	yellow	2	473.945816409047	1667.52041844189	 
ENSG00000258159	6	red	1	317.433141826316	908.171915231712	 
ENSG00000258162	38	plum1	3	9.5799410788243	51.6914165241862	 
ENSG00000258168	10	purple	1	85.3883576209766	306.451625926891	 
ENSG00000258169	1	turquoise	3	2290.45897778408	4724.89791551791	 
ENSG00000258170	53	palevioletred3	3	13.6900399838919	45.4600166013786	 
ENSG00000258171	75	brown2	2	18.1391504450878	39.2084093440563	 
ENSG00000258172	37	skyblue3	3	7.26765799428815	47.372562130757	 
ENSG00000258175	1	turquoise	3	305.741649603477	2361.03751376067	 
ENSG00000258177	10	purple	1	182.179859883589	387.382560888698	 
ENSG00000258178	3	brown	1	130.406366705648	1191.78713001931	 
ENSG00000258179	11	greenyellow	1	42.11647952608	190.735792328637	 
ENSG00000258181	53	palevioletred3	3	11.1481432383654	42.5303363811979	 
ENSG00000258185	3	brown	1	134.167745673236	1212.37540172907	 
ENSG00000258186	5	green	2	288.504456001175	1036.74506606299	 
ENSG00000258189	5	green	1	174.157924350906	864.345334889528	 
ENSG00000258193	47	bisque4	2	44.568530230502	73.9677406124173	hub10;hub5
ENSG00000258196	1	turquoise	3	4384.36790417064	5862.72381699112	 
ENSG00000258197	2	blue	1	540.815132617077	2290.11414522618	 
ENSG00000258198	9	magenta	2	40.5408972997296	301.648860090674	 
ENSG00000258199	4	yellow	2	237.642882467106	1207.61357271183	 
ENSG00000258203	6	red	1	190.5303447	764.686586554299	 
ENSG00000258204	4	yellow	2	503.026842145783	1689.53895646227	 
ENSG00000258206	4	yellow	2	97.6724124419065	928.449569888226	 
ENSG00000258210	3	brown	1	93.6597754961557	1016.49941433136	 
ENSG00000258212	0	grey	3	8.15087417285553	287.962675265909	 
ENSG00000258215	50	thistle2	2	11.4058435737205	43.7113127036909	 
ENSG00000258216	30	steelblue	2	48.4539976586179	109.072220715622	 
ENSG00000258217	1	turquoise	3	4566.8544979685	5939.30208009477	hub10;hub5
ENSG00000258220	1	turquoise	3	317.60509157566	2360.07803933151	 
ENSG00000258223	48	darkslateblue	3	20.7444961135004	54.937024529172	 
ENSG00000258224	1	turquoise	3	4566.8544979685	5939.30208009477	hub10;hub5
ENSG00000258225	30	steelblue	2	94.8423802339711	137.062582306259	hub10;hub5
ENSG00000258227	1	turquoise	3	1899.96985181063	4451.37276491495	 
ENSG00000258230	0	grey	1	11.9267005913989	325.630273836028	 
ENSG00000258231	1	turquoise	3	2062.28193457761	4582.78121055381	 
ENSG00000258232	2	blue	1	1991.57039395348	3652.48329833448	hub10;hub5
ENSG00000258233	1	turquoise	3	702.657209516775	3162.10388477252	 
ENSG00000258234	1	turquoise	3	4566.8544979685	5939.30208009477	hub10;hub5
ENSG00000258240	1	turquoise	3	363.627845338376	2508.06407601263	 
ENSG00000258242	5	green	1	385.758528203934	1134.7786789053	 
ENSG00000258244	3	brown	1	319.986654909016	1664.16786528731	 
ENSG00000258245	47	bisque4	2	3.64957357148719	31.7741909780643	 
ENSG00000258247	1	turquoise	3	2163.08575423076	4617.62099424275	 
ENSG00000258249	1	turquoise	3	1925.46286837082	4446.30929924592	 
ENSG00000258251	11	greenyellow	1	79.4310730891528	236.069398731259	 
ENSG00000258252	6	red	1	691.891097411338	1177.50246249994	hub10
ENSG00000258256	1	turquoise	3	844.625968575979	3357.29163757843	 
